adj_close,adjustment_basis,available_at,exchange,raw_close,raw_high,raw_low,raw_open,security_id,ticker,trade_date,traded_value,trading_status,volume
19875.9315,synthetic,2024-02-28T17:00:00+07:00,HOSE,19875.9315,20074.690814999998,19677.172185,19875.9315,SYNTHETIC-00,SYN00,2024-02-28,1987593149.9999998,normal,100000
19851.8169,synthetic,2024-02-29T17:00:00+07:00,HOSE,19851.8169,20050.335069,19653.298731000003,19851.8169,SYNTHETIC-00,SYN00,2024-02-29,1985181690.0000002,normal,100000
19830.0056,synthetic,2024-03-01T17:00:00+07:00,HOSE,19830.0056,20028.305656,19631.705544,19830.0056,SYNTHETIC-00,SYN00,2024-03-01,1983000560.0,normal,100000
19810.6945,synthetic,2024-03-04T17:00:00+07:00,HOSE,19810.6945,20008.801445,19612.587555000002,19810.6945,SYNTHETIC-00,SYN00,2024-03-04,1981069450.0000002,normal,100000
19794.0603,synthetic,2024-03-05T17:00:00+07:00,HOSE,19794.0603,19992.000903,19596.119697000002,19794.0603,SYNTHETIC-00,SYN00,2024-03-05,1979406030.0,normal,100000
19780.2578,synthetic,2024-03-06T17:00:00+07:00,HOSE,19780.2578,19978.060378,19582.455222,19780.2578,SYNTHETIC-00,SYN00,2024-03-06,1978025780.0,normal,100000
19769.4196,synthetic,2024-03-07T17:00:00+07:00,HOSE,19769.4196,19967.113796,19571.725404,19769.4196,SYNTHETIC-00,SYN00,2024-03-07,1976941960.0,normal,100000
19761.6547,synthetic,2024-03-08T17:00:00+07:00,HOSE,19761.6547,19959.271247,19564.038152999998,19761.6547,SYNTHETIC-00,SYN00,2024-03-08,1976165470.0,normal,100000
19757.0482,synthetic,2024-03-11T17:00:00+07:00,HOSE,19757.0482,19954.618682,19559.477718000002,19757.0482,SYNTHETIC-00,SYN00,2024-03-11,1975704820.0,normal,100000
19755.6602,synthetic,2024-03-12T17:00:00+07:00,HOSE,19755.6602,19953.216802,19558.103597999998,19755.6602,SYNTHETIC-00,SYN00,2024-03-12,1975566019.9999998,normal,100000
19757.5261,synthetic,2024-03-13T17:00:00+07:00,HOSE,19757.5261,19955.101361,19559.950838999997,19757.5261,SYNTHETIC-00,SYN00,2024-03-13,1975752610.0,normal,100000
19762.6559,synthetic,2024-03-14T17:00:00+07:00,HOSE,19762.6559,19960.282459000002,19565.029341,19762.6559,SYNTHETIC-00,SYN00,2024-03-14,1976265590.0000002,normal,100000
19771.0341,synthetic,2024-03-15T17:00:00+07:00,HOSE,19771.0341,19968.744441000003,19573.323759,19771.0341,SYNTHETIC-00,SYN00,2024-03-15,1977103410.0,normal,100000
19782.6203,synthetic,2024-03-18T17:00:00+07:00,HOSE,19782.6203,19980.446503,19584.794096999998,19782.6203,SYNTHETIC-00,SYN00,2024-03-18,1978262029.9999998,normal,100000
19797.3487,synthetic,2024-03-19T17:00:00+07:00,HOSE,19797.3487,19995.322186999998,19599.375213,19797.3487,SYNTHETIC-00,SYN00,2024-03-19,1979734869.9999998,normal,100000
19815.1291,synthetic,2024-03-20T17:00:00+07:00,HOSE,19815.1291,20013.280391,19616.977808999996,19815.1291,SYNTHETIC-00,SYN00,2024-03-20,1981512909.9999998,normal,100000
19835.8472,synthetic,2024-03-21T17:00:00+07:00,HOSE,19835.8472,20034.205672,19637.488728,19835.8472,SYNTHETIC-00,SYN00,2024-03-21,1983584720.0,normal,100000
19859.3655,synthetic,2024-03-22T17:00:00+07:00,HOSE,19859.3655,20057.959155,19660.771845,19859.3655,SYNTHETIC-00,SYN00,2024-03-22,1985936550.0,normal,100000
19885.5238,synthetic,2024-03-25T17:00:00+07:00,HOSE,19885.5238,20084.379038,19686.668562,19885.5238,SYNTHETIC-00,SYN00,2024-03-25,1988552380.0,normal,100000
19914.1407,synthetic,2024-03-26T17:00:00+07:00,HOSE,19914.1407,20113.282107,19714.999293,19914.1407,SYNTHETIC-00,SYN00,2024-03-26,1991414070.0,normal,100000
19945.0145,synthetic,2024-03-27T17:00:00+07:00,HOSE,19945.0145,20144.464645,19745.564355000002,19945.0145,SYNTHETIC-00,SYN00,2024-03-27,1994501450.0,normal,100000
19977.9247,synthetic,2024-03-28T17:00:00+07:00,HOSE,19977.9247,20177.703946999998,19778.145453,19977.9247,SYNTHETIC-00,SYN00,2024-03-28,1997792470.0,normal,100000
20012.6336,synthetic,2024-03-29T17:00:00+07:00,HOSE,20012.6336,20212.759936000002,19812.507264,20012.6336,SYNTHETIC-00,SYN00,2024-03-29,2001263360.0,normal,100000
20048.8878,synthetic,2024-04-01T17:00:00+07:00,HOSE,20048.8878,20249.376678,19848.398922,20048.8878,SYNTHETIC-00,SYN00,2024-04-01,2004888780.0,normal,100000
20086.42,synthetic,2024-04-02T17:00:00+07:00,HOSE,20086.42,20287.2842,19885.5558,20086.42,SYNTHETIC-00,SYN00,2024-04-02,2008641999.9999998,normal,100000
20124.9512,synthetic,2024-04-03T17:00:00+07:00,HOSE,20124.9512,20326.200711999998,19923.701688,20124.9512,SYNTHETIC-00,SYN00,2024-04-03,2012495120.0,normal,100000
20164.1929,synthetic,2024-04-04T17:00:00+07:00,HOSE,20164.1929,20365.834829,19962.550970999997,20164.1929,SYNTHETIC-00,SYN00,2024-04-04,2016419289.9999998,normal,100000
20203.8487,synthetic,2024-04-05T17:00:00+07:00,HOSE,20203.8487,20405.887187,20001.810212999997,20203.8487,SYNTHETIC-00,SYN00,2024-04-05,2020384869.9999998,normal,100000
20243.6175,synthetic,2024-04-08T17:00:00+07:00,HOSE,20243.6175,20446.053675,20041.181325,20243.6175,SYNTHETIC-00,SYN00,2024-04-08,2024361750.0,normal,100000
20283.1954,synthetic,2024-04-09T17:00:00+07:00,HOSE,20283.1954,20486.027354,20080.363446,20283.1954,SYNTHETIC-00,SYN00,2024-04-09,2028319540.0,normal,100000
20322.2782,synthetic,2024-04-10T17:00:00+07:00,HOSE,20322.2782,20525.500982,20119.055418,20322.2782,SYNTHETIC-00,SYN00,2024-04-10,2032227820.0,normal,100000
20360.5643,synthetic,2024-04-11T17:00:00+07:00,HOSE,20360.5643,20564.169942999997,20156.958657,20360.5643,SYNTHETIC-00,SYN00,2024-04-11,2036056429.9999998,normal,100000
20397.7572,synthetic,2024-04-12T17:00:00+07:00,HOSE,20397.7572,20601.734772,20193.779628,20397.7572,SYNTHETIC-00,SYN00,2024-04-12,2039775720.0,normal,100000
20433.5679,synthetic,2024-04-15T17:00:00+07:00,HOSE,20433.5679,20637.903578999998,20229.232221,20433.5679,SYNTHETIC-00,SYN00,2024-04-15,2043356789.9999998,normal,100000
20467.7178,synthetic,2024-04-16T17:00:00+07:00,HOSE,20467.7178,20672.394978,20263.040621999997,20467.7178,SYNTHETIC-00,SYN00,2024-04-16,2046771779.9999998,normal,100000
20499.9409,synthetic,2024-04-17T17:00:00+07:00,HOSE,20499.9409,20704.940309,20294.941491,20499.9409,SYNTHETIC-00,SYN00,2024-04-17,2049994090.0000002,normal,100000
20529.9869,synthetic,2024-04-18T17:00:00+07:00,HOSE,20529.9869,20735.286769,20324.687031,20529.9869,SYNTHETIC-00,SYN00,2024-04-18,2052998690.0,normal,100000
20557.6226,synthetic,2024-04-19T17:00:00+07:00,HOSE,20557.6226,20763.198826,20352.046373999998,20557.6226,SYNTHETIC-00,SYN00,2024-04-19,2055762259.9999998,normal,100000
20582.6351,synthetic,2024-04-22T17:00:00+07:00,HOSE,20582.6351,20788.461451,20376.808749,20582.6351,SYNTHETIC-00,SYN00,2024-04-22,2058263510.0,normal,100000
20604.8334,synthetic,2024-04-23T17:00:00+07:00,HOSE,20604.8334,20810.881734,20398.785066,20604.8334,SYNTHETIC-00,SYN00,2024-04-23,2060483340.0,normal,100000
20624.0502,synthetic,2024-04-24T17:00:00+07:00,HOSE,20624.0502,20830.290702000002,20417.809698,20624.0502,SYNTHETIC-00,SYN00,2024-04-24,2062405020.0000002,normal,100000
20640.1439,synthetic,2024-04-25T17:00:00+07:00,HOSE,20640.1439,20846.545339,20433.742460999998,20640.1439,SYNTHETIC-00,SYN00,2024-04-25,2064014390.0,normal,100000
20652.9995,synthetic,2024-04-26T17:00:00+07:00,HOSE,20652.9995,20859.529495000002,20446.469505,20652.9995,SYNTHETIC-00,SYN00,2024-04-26,2065299950.0000002,normal,100000
20662.5304,synthetic,2024-04-29T17:00:00+07:00,HOSE,20662.5304,20869.155704,20455.905096,20662.5304,SYNTHETIC-00,SYN00,2024-04-29,2066253040.0,normal,100000
20668.6789,synthetic,2024-04-30T17:00:00+07:00,HOSE,20668.6789,20875.365689,20461.992111,20668.6789,SYNTHETIC-00,SYN00,2024-04-30,2066867890.0,normal,100000
20671.4167,synthetic,2024-05-01T17:00:00+07:00,HOSE,20671.4167,20878.130867000003,20464.702533,20671.4167,SYNTHETIC-00,SYN00,2024-05-01,2067141670.0000002,normal,100000
20670.7455,synthetic,2024-05-02T17:00:00+07:00,HOSE,20670.7455,20877.452955,20464.038045,20670.7455,SYNTHETIC-00,SYN00,2024-05-02,2067074550.0,normal,100000
20666.6967,synthetic,2024-05-03T17:00:00+07:00,HOSE,20666.6967,20873.363667,20460.029733,20666.6967,SYNTHETIC-00,SYN00,2024-05-03,2066669670.0,normal,100000
20659.3313,synthetic,2024-05-06T17:00:00+07:00,HOSE,20659.3313,20865.924613000003,20452.737987,20659.3313,SYNTHETIC-00,SYN00,2024-05-06,2065933130.0000002,normal,100000
20648.7393,synthetic,2024-05-07T17:00:00+07:00,HOSE,20648.7393,20855.226693,20442.251907,20648.7393,SYNTHETIC-00,SYN00,2024-05-07,2064873930.0,normal,100000
20635.0386,synthetic,2024-05-08T17:00:00+07:00,HOSE,20635.0386,20841.388986,20428.688213999998,20635.0386,SYNTHETIC-00,SYN00,2024-05-08,2063503860.0,normal,100000
20618.3739,synthetic,2024-05-09T17:00:00+07:00,HOSE,20618.3739,20824.557639,20412.190161,20618.3739,SYNTHETIC-00,SYN00,2024-05-09,2061837389.9999998,normal,100000
20598.9154,synthetic,2024-05-10T17:00:00+07:00,HOSE,20598.9154,20804.904554,20392.926246000003,20598.9154,SYNTHETIC-00,SYN00,2024-05-10,2059891540.0000002,normal,100000
20576.857,synthetic,2024-05-13T17:00:00+07:00,HOSE,20576.857,20782.62557,20371.08843,20576.857,SYNTHETIC-00,SYN00,2024-05-13,2057685700.0,normal,100000
20552.4144,synthetic,2024-05-14T17:00:00+07:00,HOSE,20552.4144,20757.938544,20346.890256000002,20552.4144,SYNTHETIC-00,SYN00,2024-05-14,2055241440.0000002,normal,100000
20525.8231,synthetic,2024-05-15T17:00:00+07:00,HOSE,20525.8231,20731.081331,20320.564869,20525.8231,SYNTHETIC-00,SYN00,2024-05-15,2052582310.0000002,normal,100000
20497.336,synthetic,2024-05-16T17:00:00+07:00,HOSE,20497.336,20702.30936,20292.36264,20497.336,SYNTHETIC-00,SYN00,2024-05-16,2049733600.0,normal,100000
20467.2213,synthetic,2024-05-17T17:00:00+07:00,HOSE,20467.2213,20671.893513000003,20262.549087,20467.2213,SYNTHETIC-00,SYN00,2024-05-17,2046722130.0,normal,100000
20435.7596,synthetic,2024-05-20T17:00:00+07:00,HOSE,20435.7596,20640.117196000003,20231.402004,20435.7596,SYNTHETIC-00,SYN00,2024-05-20,2043575960.0000002,normal,100000
20403.2419,synthetic,2024-05-21T17:00:00+07:00,HOSE,20403.2419,20607.274319,20199.209481,20403.2419,SYNTHETIC-00,SYN00,2024-05-21,2040324190.0,normal,100000
20369.9664,synthetic,2024-05-22T17:00:00+07:00,HOSE,20369.9664,20573.666064,20166.266736,20369.9664,SYNTHETIC-00,SYN00,2024-05-22,2036996640.0,normal,100000
20336.2365,synthetic,2024-05-23T17:00:00+07:00,HOSE,20336.2365,20539.598865,20132.874135,20336.2365,SYNTHETIC-00,SYN00,2024-05-23,2033623650.0,normal,100000
20302.3575,synthetic,2024-05-24T17:00:00+07:00,HOSE,20302.3575,20505.381074999998,20099.333925,20302.3575,SYNTHETIC-00,SYN00,2024-05-24,2030235749.9999998,normal,100000
20268.6346,synthetic,2024-05-27T17:00:00+07:00,HOSE,20268.6346,20471.320946,20065.948254000003,20268.6346,SYNTHETIC-00,SYN00,2024-05-27,2026863460.0000002,normal,100000
20235.37,synthetic,2024-05-28T17:00:00+07:00,HOSE,20235.37,20437.7237,20033.0163,20235.37,SYNTHETIC-00,SYN00,2024-05-28,2023537000.0,normal,100000
20202.8609,synthetic,2024-05-29T17:00:00+07:00,HOSE,20202.8609,20404.889509,20000.832291,20202.8609,SYNTHETIC-00,SYN00,2024-05-29,2020286090.0,normal,100000
20171.3965,synthetic,2024-05-30T17:00:00+07:00,HOSE,20171.3965,20373.110464999998,19969.682535,20171.3965,SYNTHETIC-00,SYN00,2024-05-30,2017139650.0,normal,100000
20141.2563,synthetic,2024-05-31T17:00:00+07:00,HOSE,20141.2563,20342.668863000003,19939.843737,20141.2563,SYNTHETIC-00,SYN00,2024-05-31,2014125630.0,normal,100000
20112.7079,synthetic,2024-06-03T17:00:00+07:00,HOSE,20112.7079,20313.834979000003,19911.580821,20112.7079,SYNTHETIC-00,SYN00,2024-06-03,2011270790.0000002,normal,100000
20086.0049,synthetic,2024-06-04T17:00:00+07:00,HOSE,20086.0049,20286.864949,19885.144851,20086.0049,SYNTHETIC-00,SYN00,2024-06-04,2008600490.0,normal,100000
20061.3848,synthetic,2024-06-05T17:00:00+07:00,HOSE,20061.3848,20261.998648,19860.770952,20061.3848,SYNTHETIC-00,SYN00,2024-06-05,2006138480.0,normal,100000
20039.0679,synthetic,2024-06-06T17:00:00+07:00,HOSE,20039.0679,20239.458579,19838.677220999998,20039.0679,SYNTHETIC-00,SYN00,2024-06-06,2003906789.9999998,normal,100000
20019.2556,synthetic,2024-06-07T17:00:00+07:00,HOSE,20019.2556,20219.448156000002,19819.063044,20019.2556,SYNTHETIC-00,SYN00,2024-06-07,2001925560.0,normal,100000
20002.1284,synthetic,2024-06-10T17:00:00+07:00,HOSE,20002.1284,20202.149684,19802.107116000003,20002.1284,SYNTHETIC-00,SYN00,2024-06-10,2000212840.0000002,normal,100000
19987.8457,synthetic,2024-06-11T17:00:00+07:00,HOSE,19987.8457,20187.724157,19787.967243000003,19987.8457,SYNTHETIC-00,SYN00,2024-06-11,1998784570.0000002,normal,100000
19976.5439,synthetic,2024-06-12T17:00:00+07:00,HOSE,19976.5439,20176.309339,19776.778461,19976.5439,SYNTHETIC-00,SYN00,2024-06-12,1997654390.0,normal,100000
19968.3361,synthetic,2024-06-13T17:00:00+07:00,HOSE,19968.3361,20168.019461,19768.652739,19968.3361,SYNTHETIC-00,SYN00,2024-06-13,1996833610.0,normal,100000
19963.3108,synthetic,2024-06-14T17:00:00+07:00,HOSE,19963.3108,20162.943908,19763.677691999997,19963.3108,SYNTHETIC-00,SYN00,2024-06-14,1996331080.0,normal,100000
19961.532,synthetic,2024-06-17T17:00:00+07:00,HOSE,19961.532,20161.14732,19761.91668,19961.532,SYNTHETIC-00,SYN00,2024-06-17,1996153200.0,normal,100000
19963.0381,synthetic,2024-06-18T17:00:00+07:00,HOSE,19963.0381,20162.668481,19763.407719000003,19963.0381,SYNTHETIC-00,SYN00,2024-06-18,1996303810.0000002,normal,100000
19967.8422,synthetic,2024-06-19T17:00:00+07:00,HOSE,19967.8422,20167.520622,19768.163778,19967.8422,SYNTHETIC-00,SYN00,2024-06-19,1996784220.0,normal,100000
19975.9318,synthetic,2024-06-20T17:00:00+07:00,HOSE,19975.9318,20175.691118,19776.172481999998,19975.9318,SYNTHETIC-00,SYN00,2024-06-20,1997593179.9999998,normal,100000
19987.2687,synthetic,2024-06-21T17:00:00+07:00,HOSE,19987.2687,20187.141387,19787.396013,19987.2687,SYNTHETIC-00,SYN00,2024-06-21,1998726870.0,normal,100000
20001.7895,synthetic,2024-06-24T17:00:00+07:00,HOSE,20001.7895,20201.807395,19801.771604999998,20001.7895,SYNTHETIC-00,SYN00,2024-06-24,2000178950.0,normal,100000
20019.4059,synthetic,2024-06-25T17:00:00+07:00,HOSE,20019.4059,20219.599959000003,19819.211841,20019.4059,SYNTHETIC-00,SYN00,2024-06-25,2001940590.0000002,normal,100000
20040.0051,synthetic,2024-06-26T17:00:00+07:00,HOSE,20040.0051,20240.405151,19839.605048999998,20040.0051,SYNTHETIC-00,SYN00,2024-06-26,2004000509.9999998,normal,100000
20063.4508,synthetic,2024-06-27T17:00:00+07:00,HOSE,20063.4508,20264.085307999998,19862.816292,20063.4508,SYNTHETIC-00,SYN00,2024-06-27,2006345079.9999998,normal,100000
20089.5838,synthetic,2024-06-28T17:00:00+07:00,HOSE,20089.5838,20290.479638,19888.687962,20089.5838,SYNTHETIC-00,SYN00,2024-06-28,2008958380.0,normal,100000
20118.2231,synthetic,2024-07-01T17:00:00+07:00,HOSE,20118.2231,20319.405330999998,19917.040869,20118.2231,SYNTHETIC-00,SYN00,2024-07-01,2011822310.0,normal,100000
20149.1673,synthetic,2024-07-02T17:00:00+07:00,HOSE,20149.1673,20350.658973,19947.675627,20149.1673,SYNTHETIC-00,SYN00,2024-07-02,2014916730.0,normal,100000
20182.1957,synthetic,2024-07-03T17:00:00+07:00,HOSE,20182.1957,20384.017657,19980.373743,20182.1957,SYNTHETIC-00,SYN00,2024-07-03,2018219570.0,normal,100000
20217.07,synthetic,2024-07-04T17:00:00+07:00,HOSE,20217.07,20419.2407,20014.8993,20217.07,SYNTHETIC-00,SYN00,2024-07-04,2021707000.0,normal,100000
20253.5358,synthetic,2024-07-05T17:00:00+07:00,HOSE,20253.5358,20456.071158000002,20051.000442,20253.5358,SYNTHETIC-00,SYN00,2024-07-05,2025353580.0000002,normal,100000
20291.3248,synthetic,2024-07-08T17:00:00+07:00,HOSE,20291.3248,20494.238048,20088.411551999998,20291.3248,SYNTHETIC-00,SYN00,2024-07-08,2029132479.9999998,normal,100000
20330.1561,synthetic,2024-07-09T17:00:00+07:00,HOSE,20330.1561,20533.457661,20126.854539,20330.1561,SYNTHETIC-00,SYN00,2024-07-09,2033015610.0,normal,100000
20369.7392,synthetic,2024-07-10T17:00:00+07:00,HOSE,20369.7392,20573.436592000002,20166.041807999998,20369.7392,SYNTHETIC-00,SYN00,2024-07-10,2036973920.0,normal,100000
20409.7756,synthetic,2024-07-11T17:00:00+07:00,HOSE,20409.7756,20613.873356,20205.677844,20409.7756,SYNTHETIC-00,SYN00,2024-07-11,2040977560.0,normal,100000
20449.9613,synthetic,2024-07-12T17:00:00+07:00,HOSE,20449.9613,20654.460913,20245.461687,20449.9613,SYNTHETIC-00,SYN00,2024-07-12,2044996130.0,normal,100000
20489.9895,synthetic,2024-07-15T17:00:00+07:00,HOSE,20489.9895,20694.889395,20285.089605,20489.9895,SYNTHETIC-00,SYN00,2024-07-15,2048998950.0,normal,100000
20529.5527,synthetic,2024-07-16T17:00:00+07:00,HOSE,20529.5527,20734.848227,20324.257173,20529.5527,SYNTHETIC-00,SYN00,2024-07-16,2052955270.0,normal,100000
20568.3458,synthetic,2024-07-17T17:00:00+07:00,HOSE,20568.3458,20774.029258,20362.662342,20568.3458,SYNTHETIC-00,SYN00,2024-07-17,2056834580.0,normal,100000
20606.0684,synthetic,2024-07-18T17:00:00+07:00,HOSE,20606.0684,20812.129084,20400.007716,20606.0684,SYNTHETIC-00,SYN00,2024-07-18,2060606840.0,normal,100000
20642.4275,synthetic,2024-07-19T17:00:00+07:00,HOSE,20642.4275,20848.851775000003,20436.003225,20642.4275,SYNTHETIC-00,SYN00,2024-07-19,2064242750.0000002,normal,100000
20677.1402,synthetic,2024-07-22T17:00:00+07:00,HOSE,20677.1402,20883.911602,20470.368798000003,20677.1402,SYNTHETIC-00,SYN00,2024-07-22,2067714020.0000002,normal,100000
