aligned_cluster_id,data_version,pca_x,pca_y,raw_cluster_id,run_id,security_id,snapshot_date
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-02,2025-05-30
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-03,2025-05-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-04,2025-05-30
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-05,2025-05-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-06,2025-05-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-07,2025-05-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-08,2025-05-30
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-09,2025-05-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-10,2025-05-30
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-11,2025-05-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-00,2025-06-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-01,2025-06-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-02,2025-06-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-03,2025-06-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-04,2025-06-30
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-05,2025-06-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-06,2025-06-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-07,2025-06-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-08,2025-06-30
2,run-9476f2e25ab1,,,1,experiment-93eb6db783da,SYNTHETIC-09,2025-06-30
1,run-9476f2e25ab1,,,0,experiment-93eb6db783da,SYNTHETIC-10,2025-06-30
0,run-9476f2e25ab1,,,2,experiment-93eb6db783da,SYNTHETIC-11,2025-06-30
