aligned_cluster_id,data_version,pca_x,pca_y,raw_cluster_id,run_id,security_id,snapshot_date
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-03-29
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000FPT1,2024-03-29
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2024-03-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2024-03-29
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2024-03-29
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2024-03-29
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000SSI1,2024-03-29
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2024-03-29
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2024-03-29
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-04-26
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-04-26
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2024-04-26
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2024-04-26
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2024-04-26
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2024-04-26
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2024-04-26
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000SSI1,2024-04-26
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VCB4,2024-04-26
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VNM8,2024-04-26
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-05-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-05-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2024-05-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2024-05-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2024-05-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2024-05-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000REE2,2024-05-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000SSI1,2024-05-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2024-05-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2024-05-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-06-28
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-06-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000FPT1,2024-06-28
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2024-06-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2024-06-28
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2024-06-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2024-06-28
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000SSI1,2024-06-28
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VCB4,2024-06-28
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2024-06-28
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-07-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-07-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000FPT1,2024-07-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2024-07-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2024-07-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2024-07-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2024-07-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000SSI1,2024-07-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VCB4,2024-07-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2024-07-31
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-08-30
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-08-30
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2024-08-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2024-08-30
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2024-08-30
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2024-08-30
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2024-08-30
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000SSI1,2024-08-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VCB4,2024-08-30
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VNM8,2024-08-30
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2024-09-30
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000GAS3,2024-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2024-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2024-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000REE2,2024-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2024-09-30
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2024-09-30
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2024-09-30
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-10-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-10-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2024-10-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2024-10-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2024-10-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2024-10-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2024-10-31
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2024-10-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VCB4,2024-10-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2024-10-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-11-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-11-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2024-11-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2024-11-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2024-11-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2024-11-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2024-11-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2024-11-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2024-11-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2024-11-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2024-12-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2024-12-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2024-12-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2024-12-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2024-12-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2024-12-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2024-12-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000SSI1,2024-12-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VCB4,2024-12-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2024-12-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-01-24
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-01-24
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2025-01-24
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000GAS3,2025-01-24
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2025-01-24
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2025-01-24
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2025-01-24
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000SSI1,2025-01-24
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-01-24
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2025-01-24
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-02-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-02-28
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2025-02-28
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2025-02-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2025-02-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2025-02-28
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000REE2,2025-02-28
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-02-28
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-02-28
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VNM8,2025-02-28
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-03-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-03-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2025-03-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000GAS3,2025-03-31
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2025-03-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2025-03-31
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000REE2,2025-03-31
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-03-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-03-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2025-03-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-04-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-04-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2025-04-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000GAS3,2025-04-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2025-04-29
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2025-04-29
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2025-04-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000SSI1,2025-04-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-04-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2025-04-29
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-05-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-05-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2025-05-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2025-05-30
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2025-05-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2025-05-30
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2025-05-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000SSI1,2025-05-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VCB4,2025-05-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VNM8,2025-05-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-06-30
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-06-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2025-06-30
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2025-06-30
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2025-06-30
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000PVS0,2025-06-30
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2025-06-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-06-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VCB4,2025-06-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2025-06-30
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-07-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000FPT1,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000GAS3,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2025-07-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2025-07-31
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2025-07-31
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-08-29
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-08-29
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2025-08-29
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2025-08-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000MWG0,2025-08-29
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2025-08-29
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2025-08-29
0,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-08-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-08-29
2,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2025-08-29
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-09-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000FPT1,2025-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2025-09-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2025-09-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2025-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000REE2,2025-09-30
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000SSI1,2025-09-30
2,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VCB4,2025-09-30
1,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000VNM8,2025-09-30
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-10-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-10-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000FPT1,2025-10-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000GAS3,2025-10-31
0,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2025-10-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2025-10-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2025-10-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-10-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-10-31
1,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VNM8,2025-10-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000GAS3,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000MWG0,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000PVS0,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000REE2,2025-11-28
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000SSI1,2025-11-28
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VNM8,2025-11-28
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-HOA-PHAT-COMMON,2025-12-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,PILOT-VINH-HOAN-COMMON,2025-12-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000FPT1,2025-12-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000GAS3,2025-12-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000MWG0,2025-12-31
2,run-563d11a7cc13,,,1,experiment-a3f51c72792a,VN000000PVS0,2025-12-31
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000REE2,2025-12-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000SSI1,2025-12-31
0,run-563d11a7cc13,,,2,experiment-a3f51c72792a,VN000000VCB4,2025-12-31
1,run-563d11a7cc13,,,0,experiment-a3f51c72792a,VN000000VNM8,2025-12-31
